0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
335992.0,16.52,70.16666666666667,53.77333333333333,24.101666666666667,85.25,0.0,21.673333333333332,19.419999999999998,22.888333333333335,20.60333333333333,18.386666666666667,25.473333333333333,12.0,31.001666666666665,23.409999999999997,20.38,26.891666666666666,0.0,16.406666666666666,23.04,19.02,20.68,20.0,79.46666666666667,70.66666666666667,24.46666666666667,76.98333333333332,0.0,21.85,28.333333333333332,22.25,19.516666666666666,26.2,27.866666666666664,16.8,28.2,22.78333333333333,23.53333333333333,27.333333333333336,0.0,23.133333333333336,22.333333333333332,23.2,20.4,7.425000000000001,7.9350000000000005,6.84,7.155,8.692499999999999,0.0,7.2725,6.165000000000001,7.4825,7.595000000000001,6.300000000000001,11.2275,6.42,8.1525,7.605,7.785,7.109999999999999,0.0,6.375,7.46,7.3500000000000005,7.7575
335993.0,0.0,23.866666666666664,17.666666666666668,27.633333333333336,30.453333333333333,31.78,30.854999999999997,24.99,15.719999999999999,18.580000000000002,18.883333333333333,25.906666666666666,0.0,22.41333333333333,0.0,24.581666666666663,23.463333333333335,18.413333333333334,22.884999999999998,18.86,34.65,16.695,0.0,22.599999999999998,21.0,26.2,34.53333333333333,31.06666666666667,28.083333333333336,21.21666666666667,20.533333333333335,23.53333333333333,22.5,31.933333333333334,0.0,29.066666666666666,0.0,25.7,27.566666666666666,24.8,21.066666666666666,25.733333333333334,28.25,16.31666666666667,0.0,9.495000000000001,7.5600000000000005,7.24,7.92,7.5525,7.625000000000001,8.115,6.87,7.08,6.0425,7.290000000000001,0.0,6.93,0.0,7.2075,6.44,6.675000000000001,7.75,6.6674999999999995,8.29,7.935
335994.0,0.0,23.616666666666667,9.553333333333333,35.46666666666667,17.943333333333335,20.066666666666666,23.346666666666668,13.686666666666667,22.145,16.841666666666665,0.0,0.0,45.666666666666664,28.39333333333333,69.41,23.493333333333332,25.599999999999998,27.58,17.076666666666668,17.953333333333333,21.086666666666666,16.813333333333333,0.0,24.383333333333333,9.333333333333334,36.266666666666666,20.633333333333333,25.666666666666668,20.566666666666666,20.866666666666667,21.766666666666666,17.733333333333334,0.0,0.0,58.13333333333333,25.383333333333333,49.166666666666664,25.65,30.866666666666664,26.46666666666667,17.766666666666666,20.73333333333333,24.0,23.133333333333336,0.0,7.2475000000000005,9.209999999999999,8.790000000000001,6.547499999999999,7.02,8.145,5.88,7.615,6.9825,13.5,7.5,7.0649999999999995,8.09,8.81,6.779999999999999,7.455,9.36,7.2524999999999995,6.672499999999999,7.89,6.5249999999999995
335995.0,27.08,23.146666666666665,0.0,31.833333333333332,20.976666666666667,0.0,20.711666666666666,20.766666666666666,27.468333333333334,32.29666666666667,18.580000000000002,24.0,24.19333333333333,18.44,22.553333333333335,27.36,0.0,21.106666666666666,23.35666666666667,16.44666666666667,24.159999999999997,15.100000000000001,33.0,25.0,0.0,35.53333333333333,21.75,0.0,19.71666666666667,19.93333333333333,27.616666666666667,26.883333333333333,21.266666666666666,24.666666666666668,28.2,20.133333333333333,24.133333333333333,27.53333333333333,0.0,28.133333333333336,22.950000000000003,19.066666666666666,24.016666666666666,16.166666666666668,7.38,8.325,0.0,8.0275,7.3475,9.75,7.805,7.4475,7.0,8.510000000000002,7.845000000000001,8.745000000000001,13.855,8.235,6.9875,8.925,0.0,6.735,7.285,7.74,7.4725,7.7775
335996.0,8.799999999999999,0.0,53.77333333333333,24.101666666666667,0.0,85.25,70.16666666666667,21.673333333333332,22.888333333333335,22.92,16.953333333333333,0.0,23.866666666666664,27.633333333333336,31.78,17.666666666666668,30.854999999999997,30.453333333333333,27.071666666666665,24.99,15.719999999999999,18.580000000000002,14.4,0.0,70.66666666666667,24.46666666666667,0.0,76.98333333333332,79.46666666666667,21.85,22.25,31.0,18.066666666666666,0.0,22.599999999999998,26.2,31.06666666666667,21.0,28.083333333333336,34.53333333333333,24.933333333333334,21.21666666666667,20.533333333333335,23.53333333333333,5.49,0.0,6.84,7.155,0.0,8.692499999999999,7.9350000000000005,7.2725,7.4825,6.645,6.95,0.0,9.495000000000001,7.24,7.5525,7.5600000000000005,7.625000000000001,7.92,7.7475000000000005,8.115,6.87,7.08
335997.0,0.0,25.906666666666666,22.41333333333333,0.0,24.581666666666663,23.463333333333335,18.413333333333334,22.884999999999998,18.86,34.65,16.695,9.553333333333333,23.616666666666667,31.333333333333332,35.46666666666667,23.346666666666668,17.943333333333335,20.066666666666666,22.145,16.841666666666665,21.501666666666665,0.0,0.0,31.933333333333334,29.066666666666666,0.0,25.7,27.566666666666666,24.8,21.066666666666666,25.733333333333334,28.25,16.31666666666667,9.333333333333334,24.383333333333333,35.13333333333333,36.266666666666666,20.566666666666666,20.633333333333333,25.666666666666668,21.766666666666666,17.733333333333334,20.799999999999997,0.0,0.0,7.290000000000001,6.93,0.0,7.2075,6.44,6.675000000000001,7.75,6.6674999999999995,8.29,7.935,9.209999999999999,7.2475000000000005,8.01,8.790000000000001,8.145,6.547499999999999,7.02,7.615,6.9825,7.43,0.0
335998.0,24.0,24.19333333333333,18.44,22.553333333333335,0.0,27.36,21.106666666666666,20.166666666666664,24.159999999999997,16.44666666666667,15.100000000000001,21.673333333333332,0.0,53.77333333333333,24.101666666666667,70.16666666666667,0.0,85.25,22.888333333333335,16.953333333333333,20.60333333333333,19.419999999999998,24.666666666666668,28.2,20.133333333333333,24.133333333333333,0.0,27.53333333333333,28.133333333333336,25.516666666666666,24.016666666666666,19.066666666666666,16.166666666666668,21.85,0.0,70.66666666666667,24.46666666666667,79.46666666666667,0.0,76.98333333333332,22.25,18.066666666666666,19.516666666666666,28.333333333333332,8.745000000000001,13.855,8.235,6.9875,0.0,8.925,6.735,5.91,7.4725,7.74,7.7775,7.2725,0.0,6.84,7.155,7.9350000000000005,0.0,8.692499999999999,7.4825,6.95,7.595000000000001,6.165000000000001
335999.0,0.0,45.666666666666664,19.0,69.41,23.493333333333332,31.153333333333332,25.599999999999998,16.813333333333333,21.086666666666666,17.076666666666668,17.953333333333333,20.666666666666668,12.033333333333333,0.0,20.976666666666667,31.833333333333332,27.08,20.711666666666666,27.468333333333334,32.29666666666667,18.580000000000002,18.74,0.0,58.13333333333333,22.0,49.166666666666664,25.65,38.266666666666666,30.866666666666664,23.133333333333336,24.0,17.766666666666666,20.73333333333333,24.0,13.733333333333334,0.0,21.75,35.53333333333333,33.0,19.71666666666667,27.616666666666667,26.883333333333333,21.266666666666666,29.266666666666666,7.5,7.0649999999999995,7.77,8.81,6.779999999999999,7.32,7.455,6.5249999999999995,7.89,7.2524999999999995,6.672499999999999,7.74,6.4825,0.0,7.3475,8.0275,7.38,7.805,7.0,8.510000000000002,7.845000000000001,5.745
336000.0,25.473333333333333,0.0,20.38,31.001666666666665,23.409999999999997,26.891666666666666,16.406666666666666,23.04,12.0,19.02,20.68,33.333333333333336,25.906666666666666,22.884999999999998,34.45,24.581666666666663,18.413333333333334,0.0,0.0,18.561666666666667,34.65,16.695,27.866666666666664,0.0,23.53333333333333,28.2,22.78333333333333,27.333333333333336,23.133333333333336,22.333333333333332,16.8,23.2,20.4,36.46666666666667,31.933333333333334,21.066666666666666,29.43333333333333,25.7,24.8,0.0,0.0,18.716666666666665,28.25,16.31666666666667,11.2275,6.8100000000000005,7.785,8.1525,7.605,7.109999999999999,6.375,7.46,6.42,7.3500000000000005,7.7575,8.22,7.290000000000001,7.75,8.3275,7.2075,6.675000000000001,0.0,0.0,7.4725,8.29,7.935
336001.0,0.0,10.333333333333334,19.733333333333334,17.666666666666668,27.071666666666665,31.78,30.453333333333333,24.99,33.25666666666667,18.580000000000002,18.883333333333333,24.0,24.19333333333333,19.233333333333334,18.44,22.553333333333335,0.0,21.106666666666666,16.44666666666667,15.100000000000001,18.046666666666667,24.159999999999997,0.0,11.666666666666666,25.333333333333332,21.0,24.933333333333334,31.06666666666667,34.53333333333333,21.21666666666667,27.200000000000003,23.53333333333333,22.5,24.666666666666668,28.2,18.266666666666666,20.133333333333333,24.133333333333333,0.0,28.133333333333336,19.066666666666666,16.166666666666668,20.2,24.016666666666666,0.0,7.965,6.99,7.5600000000000005,7.7475000000000005,7.5525,7.92,8.115,8.030000000000001,7.08,6.0425,8.745000000000001,13.855,9.465,8.235,6.9875,0.0,6.735,7.74,7.7775,8.01,7.4725
336003.0,20.666666666666668,24.346666666666668,0.0,20.976666666666667,31.833333333333332,27.08,20.711666666666666,27.468333333333334,32.29666666666667,18.580000000000002,18.74,23.463333333333335,25.906666666666666,0.0,34.45,24.581666666666663,18.413333333333334,0.0,22.884999999999998,18.561666666666667,34.65,16.695,24.0,24.433333333333334,0.0,21.75,35.53333333333333,33.0,19.71666666666667,27.616666666666667,26.883333333333333,21.266666666666666,29.266666666666666,27.566666666666666,31.933333333333334,0.0,29.43333333333333,25.7,24.8,0.0,21.066666666666666,18.716666666666665,28.25,16.31666666666667,7.74,7.255,0.0,7.3475,8.0275,7.38,7.805,7.0,8.510000000000002,7.845000000000001,5.745,6.44,7.290000000000001,0.0,8.3275,7.2075,6.675000000000001,0.0,7.75,7.4725,8.29,7.935
336034.0,8.799999999999999,0.0,85.25,24.101666666666667,119.33333333333333,70.16666666666667,0.0,21.673333333333332,22.888333333333335,16.953333333333333,18.386666666666667,0.0,45.666666666666664,19.0,69.41,23.493333333333332,20.023333333333333,27.58,25.599999999999998,17.076666666666668,20.273333333333333,17.953333333333333,14.4,0.0,76.98333333333332,24.46666666666667,96.0,79.46666666666667,0.0,21.85,22.25,18.066666666666666,26.2,0.0,58.13333333333333,22.0,49.166666666666664,25.65,22.016666666666666,26.46666666666667,30.866666666666664,17.766666666666666,28.333333333333332,20.73333333333333,5.49,0.0,8.692499999999999,7.155,11.175,7.9350000000000005,0.0,7.2725,7.4825,6.95,6.300000000000001,7.5,7.0649999999999995,7.77,8.81,6.779999999999999,6.8275,9.36,7.455,7.2524999999999995,6.42,6.672499999999999
336004.0,8.666666666666666,23.616666666666667,21.906666666666666,35.46666666666667,23.346666666666668,20.066666666666666,17.943333333333335,32.166666666666664,47.77333333333333,22.145,16.841666666666665,24.0,24.19333333333333,18.44,19.233333333333334,22.553333333333335,0.0,21.106666666666666,18.046666666666667,16.44666666666667,24.159999999999997,15.100000000000001,12.0,24.383333333333333,25.666666666666668,36.266666666666666,20.566666666666666,25.666666666666668,20.633333333333333,34.666666666666664,48.0,21.766666666666666,17.733333333333334,24.666666666666668,28.2,20.133333333333333,18.266666666666666,24.133333333333333,0.0,28.133333333333336,20.2,19.066666666666666,24.016666666666666,16.166666666666668,6.495,7.2475000000000005,7.665000000000001,8.790000000000001,8.145,7.02,6.547499999999999,8.34,8.955,7.615,6.9825,8.745000000000001,13.855,8.235,9.465,6.9875,0.0,6.735,8.01,7.74,7.4725,7.7775
336005.0,25.473333333333333,0.0,31.001666666666665,23.409999999999997,12.0,20.38,26.891666666666666,16.406666666666666,23.04,19.02,20.68,0.0,10.333333333333334,19.733333333333334,31.78,30.453333333333333,17.666666666666668,27.071666666666665,24.99,18.580000000000002,18.883333333333333,33.25666666666667,27.866666666666664,0.0,28.2,22.78333333333333,16.8,23.53333333333333,27.333333333333336,23.133333333333336,22.333333333333332,23.2,20.4,0.0,11.666666666666666,25.333333333333332,31.06666666666667,34.53333333333333,21.0,24.933333333333334,21.21666666666667,23.53333333333333,22.5,27.200000000000003,11.2275,6.8100000000000005,8.1525,7.605,6.42,7.785,7.109999999999999,6.375,7.46,7.3500000000000005,7.7575,0.0,7.965,6.99,7.5525,7.92,7.5600000000000005,7.7475000000000005,8.115,7.08,6.0425,8.030000000000001
336006.0,0.0,85.25,37.45,24.101666666666667,70.16666666666667,119.33333333333333,21.673333333333332,0.0,22.888333333333335,18.386666666666667,16.953333333333333,20.666666666666668,24.346666666666668,12.033333333333333,20.976666666666667,31.833333333333332,20.711666666666666,27.468333333333334,0.0,18.74,32.29666666666667,18.580000000000002,0.0,76.98333333333332,34.233333333333334,24.46666666666667,79.46666666666667,96.0,21.85,0.0,22.25,26.2,18.066666666666666,24.0,24.433333333333334,13.733333333333334,21.75,35.53333333333333,19.71666666666667,27.616666666666667,0.0,29.266666666666666,26.883333333333333,21.266666666666666,0.0,8.692499999999999,7.690000000000001,7.155,7.9350000000000005,11.175,7.2725,0.0,7.4825,6.300000000000001,6.95,7.74,7.255,6.4825,7.3475,8.0275,7.805,7.0,0.0,5.745,8.510000000000002,7.845000000000001
336007.0,0.0,10.333333333333334,0.0,31.78,30.453333333333333,17.666666666666668,27.071666666666665,24.99,18.580000000000002,33.25666666666667,18.883333333333333,0.0,19.0,20.023333333333333,69.41,23.493333333333332,31.153333333333332,25.599999999999998,27.58,17.076666666666668,20.273333333333333,17.953333333333333,0.0,11.666666666666666,0.0,31.06666666666667,34.53333333333333,21.0,24.933333333333334,21.21666666666667,23.53333333333333,27.200000000000003,22.5,0.0,22.0,22.016666666666666,49.166666666666664,25.65,38.266666666666666,30.866666666666664,26.46666666666667,17.766666666666666,28.333333333333332,20.73333333333333,0.0,7.965,8.040000000000001,7.5525,7.92,7.5600000000000005,7.7475000000000005,8.115,7.08,8.030000000000001,6.0425,7.5,7.77,6.8275,8.81,6.779999999999999,7.32,7.455,9.36,7.2524999999999995,6.42,6.672499999999999
336008.0,8.666666666666666,23.616666666666667,35.46666666666667,23.346666666666668,20.066666666666666,21.906666666666666,17.943333333333335,32.166666666666664,47.77333333333333,22.145,16.841666666666665,25.473333333333333,0.0,31.001666666666665,23.409999999999997,20.38,26.891666666666666,16.406666666666666,23.04,12.0,19.02,20.68,12.0,24.383333333333333,36.266666666666666,20.566666666666666,25.666666666666668,25.666666666666668,20.633333333333333,34.666666666666664,48.0,21.766666666666666,17.733333333333334,27.866666666666664,0.0,28.2,22.78333333333333,23.53333333333333,27.333333333333336,23.133333333333336,22.333333333333332,16.8,23.2,20.4,6.495,7.2475000000000005,8.790000000000001,8.145,7.02,7.665000000000001,6.547499999999999,8.34,8.955,7.615,6.9825,11.2275,6.8100000000000005,8.1525,7.605,7.785,7.109999999999999,6.375,7.46,6.42,7.3500000000000005,7.7575
336009.0,24.0,24.19333333333333,19.233333333333334,18.44,22.553333333333335,0.0,27.36,16.44666666666667,15.100000000000001,24.159999999999997,18.046666666666667,19.733333333333334,10.333333333333334,17.666666666666668,31.78,27.071666666666665,32.52,30.453333333333333,18.580000000000002,15.719999999999999,18.883333333333333,15.833333333333332,24.666666666666668,28.2,18.266666666666666,20.133333333333333,24.133333333333333,0.0,27.53333333333333,19.066666666666666,16.166666666666668,24.016666666666666,20.2,25.333333333333332,11.666666666666666,21.0,31.06666666666667,24.933333333333334,38.13333333333333,34.53333333333333,23.53333333333333,20.533333333333335,22.5,16.566666666666666,8.745000000000001,13.855,9.465,8.235,6.9875,0.0,8.925,7.74,7.7775,7.4725,8.01,6.99,7.965,7.5600000000000005,7.5525,7.7475000000000005,7.665000000000001,7.92,7.08,6.87,6.0425,7.5075
336010.0,38.666666666666664,34.45,25.906666666666666,24.581666666666663,20.473333333333333,18.413333333333334,0.0,18.86,18.561666666666667,34.65,16.695,20.473333333333333,16.52,0.0,70.16666666666667,37.45,21.673333333333332,20.60333333333333,85.25,22.888333333333335,18.386666666666667,16.953333333333333,56.0,29.43333333333333,31.933333333333334,25.7,27.066666666666666,24.8,0.0,25.733333333333334,18.716666666666665,28.25,16.31666666666667,22.666666666666668,20.0,0.0,79.46666666666667,34.233333333333334,21.85,19.516666666666666,76.98333333333332,22.25,26.2,18.066666666666666,6.209999999999999,8.3275,7.290000000000001,7.2075,8.5225,6.675000000000001,0.0,6.6674999999999995,7.4725,8.29,7.935,8.129999999999999,7.425000000000001,0.0,7.9350000000000005,7.690000000000001,7.2725,7.595000000000001,8.692499999999999,7.4825,6.300000000000001,6.95
336011.0,25.473333333333333,31.001666666666665,20.38,23.409999999999997,54.07333333333333,26.891666666666666,16.406666666666666,12.0,23.04,19.02,20.68,0.0,19.0,20.023333333333333,69.41,23.493333333333332,25.599999999999998,25.406666666666666,31.153333333333332,17.076666666666668,17.953333333333333,20.273333333333333,27.866666666666664,28.2,23.53333333333333,22.78333333333333,56.4,27.333333333333336,23.133333333333336,16.8,22.333333333333332,23.2,20.4,0.0,22.0,22.016666666666666,49.166666666666664,25.65,30.866666666666664,29.0,38.266666666666666,17.766666666666666,20.73333333333333,28.333333333333332,11.2275,8.1525,7.785,7.605,8.61,7.109999999999999,6.375,6.42,7.46,7.3500000000000005,7.7575,7.5,7.77,6.8275,8.81,6.779999999999999,7.455,7.875,7.32,7.2524999999999995,6.672499999999999,6.42
336013.0,19.733333333333334,10.333333333333334,31.78,30.453333333333333,17.666666666666668,27.071666666666665,32.52,15.719999999999999,18.580000000000002,18.883333333333333,15.833333333333332,20.666666666666668,24.346666666666668,27.08,12.033333333333333,20.976666666666667,31.833333333333332,20.711666666666666,27.468333333333334,32.29666666666667,18.580000000000002,0.0,25.333333333333332,11.666666666666666,31.06666666666667,34.53333333333333,21.0,24.933333333333334,38.13333333333333,20.533333333333335,23.53333333333333,22.5,16.566666666666666,24.0,24.433333333333334,33.0,13.733333333333334,21.75,35.53333333333333,19.71666666666667,27.616666666666667,26.883333333333333,21.266666666666666,0.0,6.99,7.965,7.5525,7.92,7.5600000000000005,7.7475000000000005,7.665000000000001,6.87,7.08,6.0425,7.5075,7.74,7.255,7.38,6.4825,7.3475,8.0275,7.805,7.0,8.510000000000002,7.845000000000001,0.0
336014.0,0.0,19.0,25.406666666666666,69.41,20.023333333333333,31.153333333333332,25.599999999999998,19.541666666666664,17.076666666666668,20.273333333333333,17.953333333333333,33.333333333333336,38.666666666666664,25.906666666666666,24.581666666666663,20.473333333333333,18.413333333333334,0.0,18.561666666666667,34.65,16.695,18.86,0.0,22.0,29.0,49.166666666666664,22.016666666666666,38.266666666666666,30.866666666666664,23.766666666666666,17.766666666666666,28.333333333333332,20.73333333333333,36.46666666666667,56.0,31.933333333333334,25.7,27.066666666666666,24.8,0.0,18.716666666666665,28.25,16.31666666666667,25.733333333333334,7.5,7.77,7.875,8.81,6.8275,7.32,7.455,6.025,7.2524999999999995,6.42,6.672499999999999,8.22,6.209999999999999,7.290000000000001,7.2075,8.5225,6.675000000000001,0.0,7.4725,8.29,7.935,6.6674999999999995
336015.0,31.001666666666665,25.473333333333333,20.38,23.409999999999997,26.891666666666666,21.65833333333333,16.406666666666666,54.07333333333333,12.0,19.02,20.68,24.0,24.19333333333333,18.44,19.233333333333334,0.0,31.205000000000002,15.323333333333334,23.35666666666667,16.44666666666667,15.100000000000001,18.046666666666667,28.2,27.866666666666664,23.53333333333333,22.78333333333333,27.333333333333336,22.766666666666666,23.133333333333336,56.4,16.8,23.2,20.4,24.666666666666668,28.2,20.133333333333333,18.266666666666666,0.0,31.533333333333335,17.3,22.950000000000003,19.066666666666666,16.166666666666668,20.2,8.1525,11.2275,7.785,7.605,7.109999999999999,6.8925,6.375,8.61,6.42,7.3500000000000005,7.7575,8.745000000000001,13.855,8.235,9.465,0.0,7.234999999999999,6.5975,7.285,7.74,7.7775,8.01
